mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_33015,COCc1ccncc1,5.03491,0.90019,0.77106,3.4465,81.79,-0.2476,-0.0176,0.23,1457.6374,0.149146,-401.994812,-401.986436,-401.985492,-402.029185,30.059
gdb_131475,OC1C=CN2N=CN=C12,3.40289,1.70341,1.19154,2.8634,68.47,-0.2427,-0.0482,0.1945,959.5141,0.103955,-432.878167,-432.871462,-432.870518,-432.909394,25.571
gdb_21674,NC1=NOC(=N)C=N1,5.73259,1.69279,1.30865,2.686,62.29,-0.2316,-0.0857,0.1458,852.9583,0.084956,-410.816204,-410.809546,-410.808602,-410.847083,24.901
gdb_120028,CC1OC(C)C1CCO,2.31909,1.0217,0.80393,2.2506,82.1,-0.2391,0.0744,0.3135,1511.6308,0.203852,-425.411699,-425.401072,-425.400128,-425.448282,38.341
gdb_59027,CC(O)C1=CCC2CC12,3.0035,1.18211,1.05596,1.7147,84.25,-0.2262,0.0192,0.2455,1251.8309,0.182614,-387.090647,-387.081666,-387.080722,-387.124398,34.56
gdb_93399,CC1=CC(=O)NCC1O,2.47003,1.45245,1.05622,2.9897,76.0,-0.2444,-0.0369,0.2075,1158.8725,0.148801,-439.136773,-439.128161,-439.127217,-439.169859,32.553
gdb_72326,OC12CC=C3COC1C23,3.13535,1.79952,1.38846,1.0656,73.38,-0.2162,-0.0223,0.1939,931.5551,0.137055,-421.761024,-421.754139,-421.753194,-421.791776,28.571
gdb_15269,CN1C(CO)C1CO,3.64402,1.22402,1.10331,1.0841,68.1,-0.227,0.0636,0.2905,1131.3485,0.163853,-402.14335,-402.133845,-402.132901,-402.177729,33.726
gdb_65025,CC1(CC1)C1(C)CCO1,2.3956,1.47253,1.29098,1.5858,84.51,-0.2429,0.0833,0.3262,1151.7021,0.204619,-388.271203,-388.261676,-388.260732,-388.305107,36.964
gdb_129428,c1(c(nno1)N)C(=O)N,2.84406,1.58671,1.01944,2.164,64.87,-0.2313,-0.0634,0.1679,1056.2609,0.089388,-486.078801,-486.070655,-486.06971,-486.111615,29.636
gdb_103835,CCC1(C)OC1C(C)O,2.7062,1.08964,0.88949,2.0115,82.38,-0.257,0.0811,0.3382,1434.2565,0.202891,-425.422264,-425.411528,-425.410583,-425.458099,39.769
gdb_14831,CCC1COC1=NC,2.83531,1.6328,1.10487,1.9476,74.67,-0.2469,0.032,0.2788,1120.5859,0.164763,-365.06483,-365.055845,-365.0549,-365.098933,31.432
gdb_112809,CCC1CC(C)C1CC,2.19948,1.06924,0.87277,0.1008,95.83,-0.2715,0.0757,0.3473,1550.1425,0.251508,-353.56042,-353.549504,-353.54856,-353.596111,41.124
gdb_56708,NC(C#C)C1(CN1)C#N,2.81795,1.33071,1.01617,5.9564,75.36,-0.2661,0.0096,0.2757,1149.1448,0.123536,-396.863354,-396.854189,-396.853245,-396.897244,33.658
gdb_121277,OCCC1CCN2CC12,4.00132,0.84846,0.76653,2.1732,81.46,-0.2271,0.0774,0.3044,1529.0391,0.195812,-404.325942,-404.316986,-404.316042,-404.360047,34.01
gdb_17185,OCC12NC3C1OC23,4.06191,1.86584,1.59094,1.4437,60.7,-0.2349,0.054,0.2889,815.8114,0.118424,-399.667496,-399.660655,-399.659711,-399.698666,25.879
gdb_33886,N#CC12NC1C1CC2C1,3.43815,1.51668,1.32546,3.5159,76.94,-0.2511,0.0135,0.2645,981.5206,0.13939,-380.832743,-380.826097,-380.825153,-380.863671,27.369
gdb_70816,CC12CC3(C)C1OC23C,2.34363,1.65989,1.43889,1.6941,83.16,-0.2235,0.0849,0.3084,1071.4969,0.179973,-387.025522,-387.016404,-387.01546,-387.058426,35.478
gdb_94834,CC1CCC2(CO2)CC1,3.41731,1.12423,0.98392,1.7337,85.63,-0.2555,0.079,0.3345,1312.2815,0.207069,-388.304155,-388.295458,-388.294514,-388.337116,34.722
gdb_90665,CC1CC2N1C21COC1,4.05133,1.07348,1.06793,2.2346,79.24,-0.2361,0.0713,0.3074,1233.9283,0.170964,-403.079685,-403.071423,-403.070478,-403.112558,31.663
gdb_11563,CC(CO)CN1CC1,4.81725,0.9371,0.88585,1.2073,75.62,-0.2343,0.0737,0.308,1367.7496,0.187562,-366.225915,-366.21648,-366.215536,-366.260429,34.177
gdb_17324,OC1C2C3NC3C12O,2.85492,2.48043,1.76749,2.6696,60.01,-0.2178,0.061,0.2787,768.9333,0.118588,-399.693901,-399.687171,-399.686227,-399.724294,27.191
gdb_110863,CCC1N2CC(O)C12C,2.22655,1.34184,1.14598,1.7499,82.6,-0.2246,0.0614,0.286,1242.5699,0.192993,-404.308035,-404.298213,-404.297269,-404.342291,37.028
gdb_9625,CCC1(C)CC1C=O,3.34245,1.24261,1.09458,3.4055,77.34,-0.2423,-0.0161,0.2263,1175.0779,0.175001,-349.013819,-349.004617,-349.003673,-349.04758,33.714
gdb_65309,CC1(NC11COC1)C=O,2.52881,1.45673,1.11157,2.1984,73.4,-0.2523,-0.0446,0.2077,1125.4706,0.145791,-439.047957,-439.039031,-439.038087,-439.081731,32.298
gdb_117731,CCCC(C)(C=O)C#N,2.23758,1.02101,0.92393,5.3153,80.26,-0.2719,-0.0422,0.2297,1421.3587,0.167563,-403.179362,-403.168589,-403.167645,-403.21589,37.474
gdb_33051,CCOc1coc(=O)[nH]1,5.17137,0.84362,0.75592,5.2951,67.95,-0.2135,0.0321,0.2455,1473.0246,0.123406,-475.064377,-475.055632,-475.054688,-475.099097,31.023
gdb_116624,CCN=C1OCC2OC12,4.56521,0.95123,0.84824,2.8348,76.67,-0.2493,0.0054,0.2547,1393.7216,0.147446,-439.07723,-439.068819,-439.067875,-439.111547,30.691
gdb_65809,CC1(CCC1)OCC#C,2.81774,1.14727,1.01446,0.9644,83.49,-0.2516,0.0355,0.287,1283.8295,0.180003,-387.03679,-387.027113,-387.026169,-387.071618,36.69
gdb_67636,OC12C3C4N3CC1C24O,2.48518,1.95453,1.60924,2.0061,66.75,-0.2226,0.0627,0.2854,888.1327,0.124368,-437.803298,-437.79616,-437.795216,-437.834325,29.063
gdb_83926,CC1C2OCOC12C=O,2.52536,1.53938,1.23104,2.8629,70.08,-0.2506,-0.0264,0.2242,1058.1722,0.134555,-458.94706,-458.93866,-458.937716,-458.980407,30.397
gdb_32460,c1c(c(c([nH]1)N)O)CO,2.9991,1.28955,0.93878,2.0128,72.15,-0.182,0.0432,0.2252,1210.5703,0.137345,-455.165271,-455.156253,-455.155309,-455.198922,33.655
gdb_76200,CC1C(C)(C)C11COC1,2.11501,1.38452,1.16061,2.0546,85.99,-0.237,0.0684,0.3054,1240.2819,0.203836,-388.263067,-388.252954,-388.25201,-388.297545,37.737
gdb_52774,CC#CC1(C)C2CCC12,2.42358,1.21467,0.93577,0.0801,92.24,-0.225,0.0614,0.2864,1367.0017,0.181316,-349.909599,-349.899887,-349.898943,-349.945355,35.712
gdb_125500,Cc1cc(n(n1)C=O)N,2.47202,1.46483,0.92706,5.6466,76.88,-0.2265,-0.0344,0.1921,1215.5132,0.124715,-434.10753,-434.098917,-434.097973,-434.14081,31.363
gdb_93825,CC1CC(C)C(O)CO1,2.38161,1.35974,1.04719,1.814,81.74,-0.246,0.0753,0.3213,1266.2242,0.206259,-425.44841,-425.439054,-425.43811,-425.481844,36.72
gdb_44929,O=C1NC2CC1NC2=O,3.03621,1.54107,1.50029,2.43,64.67,-0.2413,-0.0094,0.2319,919.3481,0.116424,-454.011435,-454.00487,-454.003925,-454.042331,26.448
gdb_22705,CCC12CC(N1)C2=NO,2.33916,1.37663,1.04091,1.9542,80.46,-0.2389,0.0252,0.2641,1219.8552,0.15844,-419.087094,-419.078188,-419.077244,-419.120763,33.585
gdb_123603,C1C2CN3N=CC=C3C12,3.97593,1.61837,1.26355,3.0214,78.05,-0.2237,0.0252,0.2489,977.3447,0.140826,-380.88825,-380.881897,-380.880953,-380.918877,25.969
gdb_37137,C1CC23NC2(C1)C1NC31,3.12014,1.682,1.66556,2.0911,77.63,-0.2341,0.088,0.3221,924.781,0.163284,-381.997072,-381.990401,-381.989457,-382.027693,28.331
gdb_59348,CC(O)C1NC(C)C1=O,2.63256,1.21026,1.12389,2.451,75.69,-0.238,-0.0288,0.2092,1226.0052,0.168748,-440.28265,-440.272785,-440.271841,-440.317753,36.235
gdb_49485,O=CC1C2CC(C=O)N12,2.3383,1.8739,1.44995,3.9695,70.26,-0.2432,-0.0474,0.1958,942.3823,0.122731,-437.84087,-437.832906,-437.831962,-437.873482,29.205
gdb_105723,NCC1(CNC=N1)C#N,2.36059,1.48318,1.18989,5.2579,73.47,-0.2361,-0.0012,0.2349,1091.9443,0.138303,-414.202072,-414.193475,-414.192531,-414.235476,31.7
gdb_129403,c1noc(=O)n1C(=N)N,2.9756,1.65831,1.06609,3.9998,61.14,-0.2595,-0.0239,0.2356,1016.9873,0.090501,-486.095021,-486.08758,-486.086636,-486.127279,27.654
gdb_25659,CC#Cc1cnc(o1)N,5.9796,0.77401,0.68865,2.0034,86.33,-0.1947,-0.0055,0.1892,1591.35,0.112827,-416.828238,-416.819437,-416.818492,-416.863598,31.012
gdb_105686,CCC1(CC1)CNC=O,2.43754,1.14472,0.89993,3.5025,83.49,-0.2509,0.0295,0.2805,1375.4751,0.193862,-404.370204,-404.360204,-404.359259,-404.405572,36.859
gdb_131090,c1c(non1)COC=O,5.76741,0.79741,0.71947,2.7796,61.41,-0.3006,-0.0606,0.24,1432.1624,0.088369,-489.851765,-489.84394,-489.842996,-489.886548,26.177
gdb_5992,CCCC(C)(O)CC,3.95255,0.99043,0.96209,1.2506,81.79,-0.2591,0.0642,0.3233,1396.2616,0.220642,-351.422873,-351.4121,-351.411156,-351.458097,39.676
gdb_12686,CC1=C(C)C(O)CC1,2.66502,1.94321,1.27571,1.7936,78.12,-0.2291,0.0257,0.2548,1023.532,0.176427,-349.033021,-349.024042,-349.023097,-349.066359,33.177
gdb_22924,ON=C1CC2CCC12O,2.92388,1.29907,1.06566,1.1256,76.42,-0.2375,0.0001,0.2376,1161.1063,0.146591,-439.015684,-439.007119,-439.006175,-439.048964,32.82
gdb_10732,CC(C)C1(CC1)OC,2.94902,1.64068,1.28001,0.8609,77.85,-0.2291,0.0839,0.313,1077.3045,0.197901,-350.182074,-350.172437,-350.171493,-350.216218,36.053
gdb_53025,CC#CC12CN3C1CC23,4.15671,0.98947,0.88798,2.3039,87.24,-0.2379,0.0389,0.2768,1362.5271,0.147295,-364.691602,-364.683328,-364.682384,-364.727195,30.584
gdb_6657,C(CC#N)CC(=O)N,7.10076,0.75028,0.69442,6.8656,66.1,-0.2589,0.0184,0.2772,1518.169,0.12952,-379.978385,-379.969039,-379.968095,-380.014276,31.277
gdb_49369,N=C1CC(C#N)N1C=O,2.53456,1.36936,0.96794,3.2969,70.25,-0.2767,-0.0463,0.2304,1153.6042,0.100925,-432.891836,-432.883633,-432.882688,-432.925425,28.73
gdb_82112,OC1C2OC2C1N1CC1,2.8735,1.48906,1.28034,2.4256,70.98,-0.2269,0.0696,0.2965,1038.947,0.147308,-438.996091,-438.988095,-438.987151,-439.029022,30.616
gdb_49568,O=CC1C2OC2C11CC1,2.1965,1.70225,1.15191,3.2002,72.8,-0.2419,-0.0269,0.215,1077.0801,0.134379,-421.771131,-421.76314,-421.762196,-421.80424,30.015
gdb_81432,CC1C2CC1C1(O)CC21,3.21598,1.40743,1.30755,1.2609,81.66,-0.2417,0.0843,0.326,1082.1755,0.183893,-387.045808,-387.037953,-387.037009,-387.077402,32.863
gdb_92444,CC1C2COC1C(O)C2,2.50151,1.56173,1.38663,2.1159,76.9,-0.24,0.0762,0.3162,1060.1963,0.184501,-424.238408,-424.230256,-424.229311,-424.270625,32.584
gdb_121224,CCC1CCC1CCO,2.84313,0.78177,0.65826,1.3082,89.52,-0.2612,0.0814,0.3426,1799.9866,0.228377,-389.481419,-389.470727,-389.469783,-389.517684,39.171
gdb_86476,CN1CC(C1)(C#C)C#C,2.32285,1.33978,0.98018,1.0177,85.72,-0.2212,0.0286,0.2498,1254.2772,0.144482,-364.709427,-364.699987,-364.699043,-364.743387,35.45
gdb_2208,CC1OC(C)C1C,3.65379,2.36165,1.77357,1.6289,67.15,-0.2377,0.0821,0.3199,807.0515,0.170548,-310.915918,-310.907806,-310.906862,-310.948151,29.831
gdb_37684,C1C2C3C4C5CC1(C24)N35,3.22182,2.43688,2.00422,1.4899,77.97,-0.2183,0.0785,0.2968,774.1439,0.151502,-364.692141,-364.686801,-364.685857,-364.721335,24.62
gdb_59556,CC(O)C1OC2CC12O,2.61502,1.3407,1.04945,0.988,71.25,-0.2356,0.0599,0.2955,1190.4078,0.156626,-460.109195,-460.09989,-460.098946,-460.14311,35.166
gdb_118044,COCC(C)N(C)C=O,2.66211,0.90221,0.8254,4.4682,81.35,-0.2349,0.0354,0.2703,1527.5906,0.191898,-441.499634,-441.488562,-441.487618,-441.536629,38.321
gdb_57811,CC(O)C#CCCC#C,6.32269,0.48048,0.45984,1.3599,88.62,-0.2531,0.0327,0.2859,2337.2748,0.155507,-385.829898,-385.81892,-385.817976,-385.868438,38.219
gdb_14974,CCC1CCN=CO1,4.45022,1.43249,1.15271,2.3149,72.4,-0.2443,0.029,0.2733,1068.8697,0.16705,-365.088566,-365.080659,-365.079715,-365.120956,29.435
gdb_57425,CC(C)(O)C1NC1(C)C,2.60084,1.13995,1.07366,2.6763,85.95,-0.2433,0.0671,0.3104,1328.8042,0.214772,-405.544638,-405.533969,-405.533025,-405.579158,41.41
gdb_87317,CC1CC1(CC#N)C=O,2.08672,1.30121,0.93595,4.4861,77.61,-0.2641,-0.0383,0.2258,1282.2844,0.145489,-401.967275,-401.957704,-401.95676,-402.002387,33.987
gdb_77809,CC12CNC(=O)C1C2O,2.43852,1.49977,1.33512,3.8119,72.03,-0.2404,0.0156,0.256,1053.4985,0.148636,-439.116243,-439.108005,-439.107061,-439.148657,32.013
gdb_18274,OCC1CCC2NC12,4.14334,1.50639,1.25227,1.6879,70.67,-0.2325,0.0786,0.3111,1001.1522,0.167726,-365.045329,-365.037727,-365.036782,-365.077231,29.26
gdb_119247,COCC1(CC1)NC=O,2.19643,1.18419,0.91498,2.8865,76.86,-0.2444,0.0291,0.2735,1362.2986,0.169212,-440.283281,-440.273252,-440.272308,-440.319576,35.389
gdb_42349,C1CN(C1)C(=O)N2CC2,3.60585,1.15546,0.93338,3.2393,78.23,-0.2352,0.0386,0.2739,1276.5756,0.160175,-419.196752,-419.187976,-419.187032,-419.231286,31.214
gdb_86290,OC1CC(O)C1(O)C#N,1.91729,1.66538,1.18368,5.7104,65.23,-0.2744,0.0087,0.2831,1079.134,0.122689,-475.012534,-475.003581,-475.002637,-475.046105,33.255
gdb_15295,O=CC1NC1CC#C,6.00049,0.97826,0.89019,2.7013,69.17,-0.2548,-0.034,0.2208,1234.6235,0.116733,-362.606004,-362.597743,-362.596799,-362.639426,29.347
gdb_11024,CC1=CCC2(C)OC12,4.21487,1.6637,1.39168,1.75,73.33,-0.2317,0.0129,0.2446,956.3828,0.15295,-347.809568,-347.80178,-347.800836,-347.841144,29.906
gdb_65635,OC1(CC2OCC12)C#N,3.4613,1.27832,1.18086,1.6764,68.58,-0.2593,0.0018,0.2611,1059.3955,0.123895,-437.851987,-437.844011,-437.843067,-437.884722,29.93
gdb_102394,COC(CO)(CO)C#N,1.83085,1.5333,1.11462,4.0693,68.28,-0.2733,0.0127,0.286,1171.9294,0.144937,-476.200936,-476.190683,-476.189739,-476.235982,36.434
gdb_26334,Cc1cc(c[nH]1)N(C)C,3.90783,1.01311,0.82833,1.4495,88.81,-0.1643,0.0546,0.2189,1443.9255,0.182304,-383.298623,-383.288644,-383.2877,-383.33374,36.59
gdb_47854,C1C(=O)COCOC=N1,2.62101,1.64946,1.12599,3.4602,66.64,-0.2465,-0.0345,0.212,1043.6037,0.124703,-475.01839,-475.010555,-475.009611,-475.051323,28.763
gdb_12204,CC1OC(C#C)C1O,2.91872,1.79547,1.58461,0.6886,65.97,-0.2607,0.0129,0.2737,889.9116,0.128269,-383.684653,-383.676337,-383.675393,-383.717466,30.571
gdb_6400,CCC(O)CC(N)=O,4.58102,1.01877,0.88437,3.6513,68.5,-0.2351,0.0364,0.2715,1313.677,0.16422,-402.243161,-402.233627,-402.232683,-402.277857,34.466
gdb_6966,CC1=CCCC1(C)C,2.36633,2.16937,1.53623,0.1974,83.57,-0.2246,0.0357,0.2603,981.5042,0.199802,-313.101263,-313.092332,-313.091388,-313.133878,34.52
gdb_26545,CC1=C(O)NC=NC1=N,2.34342,1.86279,1.04704,6.1135,77.06,-0.2049,-0.012,0.1929,1083.6454,0.125231,-434.108634,-434.100068,-434.099124,-434.141829,31.513
gdb_47099,O=C1COC2CCCC12,2.53235,1.71118,1.18071,2.0361,73.94,-0.2418,-0.0249,0.217,1065.1012,0.161382,-423.065074,-423.057471,-423.056526,-423.097822,29.387
gdb_78528,CC12CN1C1(C)C(O)C21,2.33583,1.60456,1.27579,2.4908,79.87,-0.2119,0.0695,0.2814,1103.251,0.168912,-403.063475,-403.054444,-403.0535,-403.096399,35.246
gdb_18437,CC1CN2C(C#N)C12,2.96305,2.12121,1.60252,3.3238,68.31,-0.2564,0.0085,0.2649,843.5682,0.131485,-342.750243,-342.742994,-342.74205,-342.781535,27.312
gdb_50464,N=C1OCC(CO1)C=O,4.74832,0.97163,0.84315,2.8481,68.74,-0.2567,-0.0544,0.2023,1293.9994,0.12422,-475.034577,-475.026232,-475.025288,-475.068946,29.316
gdb_11451,CC1=CC(CO)OC1,5.21015,1.22917,1.07902,3.1153,70.82,-0.231,0.0149,0.2459,1120.4812,0.153447,-384.94606,-384.937763,-384.936819,-384.978981,30.248
gdb_69870,CC12NC1C1NC21C#C,2.73275,1.64973,1.1873,2.7153,80.64,-0.2019,0.0244,0.2264,1049.2809,0.134198,-380.730865,-380.72266,-380.721716,-380.763138,32.45
gdb_126675,CCCOc1ccon1,6.3712,0.72431,0.65834,1.784,75.14,-0.2487,0.0006,0.2493,1689.946,0.147411,-439.080239,-439.071491,-439.070547,-439.114761,31.293
gdb_101085,CCC(C)C1(CN1)C=O,2.04504,1.31816,0.97407,2.8805,82.62,-0.2454,-0.0223,0.2231,1331.4869,0.19242,-404.339229,-404.329034,-404.32809,-404.374476,37.55
gdb_60890,CC(C=O)C12CN(C1)C2,2.74008,1.26864,1.03604,2.4783,79.73,-0.2328,-0.0278,0.205,1212.2051,0.170254,-403.077405,-403.068581,-403.067636,-403.112016,32.613
gdb_113385,CCC1NC1(CO)CO,2.90121,0.94638,0.81861,2.3203,79.02,-0.2512,0.0677,0.319,1501.3419,0.193804,-441.457106,-441.446851,-441.445907,-441.49262,37.753
gdb_104025,CC1(CO)CC2OC2C1,3.25755,1.15859,1.13386,1.1085,76.85,-0.2557,0.0699,0.3256,1184.1604,0.182628,-424.219848,-424.211097,-424.210152,-424.252843,34.331
gdb_120805,OCCC1CC1CC#C,4.46829,0.61656,0.57962,1.8072,85.67,-0.256,0.0579,0.3139,1918.7503,0.180268,-387.036174,-387.025754,-387.02481,-387.072563,37.622
gdb_85713,CC1OC(C#C)C1C#N,1.96482,1.6897,1.15638,2.514,74.31,-0.2747,0.0014,0.2762,1099.556,0.122272,-400.70785,-400.69888,-400.697936,-400.742526,32.211
gdb_28111,Cc1cc2c(o1)nco2,5.33996,1.31215,1.06027,2.2506,71.68,-0.2096,-0.0138,0.1958,1065.0252,0.102837,-436.719522,-436.712699,-436.711754,-436.750849,25.752
gdb_108290,OCC12CC(=O)C1CO2,3.14724,1.27627,1.06206,2.0389,68.38,-0.2512,-0.0335,0.2177,1131.1497,0.134724,-458.938281,-458.930005,-458.929061,-458.971614,30.848
gdb_76059,OC1C(C#C)C11CCO1,2.72903,1.29031,1.12389,1.4157,75.66,-0.2243,0.0344,0.2586,1140.7191,0.133254,-421.74749,-421.738435,-421.737491,-421.781514,33.177
gdb_77816,CC1C2C(=O)CCC12C,2.22353,1.4558,1.28753,3.3506,83.01,-0.2309,-0.008,0.2229,1144.0365,0.182415,-387.123816,-387.114832,-387.113888,-387.157162,34.558
gdb_56376,NC(C#N)(C#N)C1CO1,2.05643,1.52002,1.27685,4.9934,66.17,-0.3029,-0.0246,0.2782,1049.1324,0.099751,-432.83788,-432.829018,-432.828074,-432.871641,31.288
gdb_12349,OC1CN=CNC1=O,3.28657,2.25512,1.39204,2.6632,59.0,-0.2597,-0.0328,0.2268,826.8278,0.109241,-415.903218,-415.896415,-415.895471,-415.934187,25.65
gdb_22541,CCC(C#C)C(C)=NO,2.2578,1.0917,0.82034,0.3544,84.44,-0.2465,0.0088,0.2553,1460.1627,0.166533,-403.082964,-403.071951,-403.071006,-403.119755,39.23
gdb_83412,NC1C2C[NH2+]C12C([O-])=O,2.74762,1.40455,1.14557,4.8898,69.02,-0.2492,0.0053,0.2545,1093.413,0.138077,-455.132894,-455.124832,-455.123888,-455.16556,30.726
gdb_119967,CCC1C(C)N1CCO,3.1414,0.89561,0.79594,1.9562,86.41,-0.2194,0.0783,0.2977,1566.8729,0.216029,-405.517821,-405.506979,-405.506034,-405.554225,39.573
gdb_17993,N#CC1OC2CCC12,3.91084,1.83033,1.56705,4.2865,64.36,-0.2709,-0.0025,0.2684,832.1679,0.119926,-362.636231,-362.629491,-362.628547,-362.667609,25.108
gdb_42297,C1CN(C1=O)C(=O)C#N,2.69513,1.4915,0.972,5.7582,66.84,-0.2908,-0.0859,0.2049,1112.3815,0.088889,-452.793086,-452.784992,-452.784048,-452.826628,27.841
gdb_80524,CC1CC2C(O)C12C=O,2.26113,1.41811,1.23188,2.9971,77.4,-0.2449,-0.0274,0.2175,1129.1383,0.15761,-423.008319,-422.999242,-422.998298,-423.041785,33.928
gdb_34451,C#CC12CCC3CC1N23,3.54385,1.48347,1.24354,2.0151,81.88,-0.233,0.0374,0.2704,1035.0087,0.149091,-364.750414,-364.743108,-364.742164,-364.781812,29.813
gdb_127881,CN=C1N=CNN=C1C,2.56415,1.6066,0.9998,3.2569,83.13,-0.2159,-0.0317,0.1842,1162.8742,0.136748,-414.203639,-414.194932,-414.193987,-414.237586,31.39
gdb_127696,CN1N=NC(=N)OC1=O,3.33524,1.55068,1.06562,3.4394,66.81,-0.2838,-0.098,0.1858,1036.6379,0.088954,-486.06067,-486.052857,-486.051913,-486.09411,27.284
gdb_29214,c1c(c(c[nH]c1=O)N)N,3.18213,1.35883,0.95578,5.6089,77.69,-0.1903,-0.0135,0.1767,1161.217,0.127586,-434.137776,-434.12984,-434.128896,-434.169823,31.401
gdb_123428,C(C1CN1)C1=CN=NN1,5.20255,0.96268,0.84155,5.3757,73.83,-0.2517,0.0019,0.2536,1324.1658,0.139097,-414.157825,-414.150178,-414.149234,-414.190842,28.296
gdb_1725,CC1(CCC1)OC,4.36195,2.03343,1.88797,1.0526,67.28,-0.242,0.0837,0.3257,798.1851,0.170559,-310.904813,-310.896912,-310.895968,-310.936373,29.589
gdb_75591,NC1=NCCCOC1=N,2.41954,1.68434,1.08034,2.007,77.81,-0.2248,-0.0217,0.2031,1115.5547,0.150222,-435.282169,-435.273992,-435.273048,-435.315083,31.513
gdb_49329,O=CC1C(=O)OC11CC1,2.0797,1.79422,1.09052,2.9673,66.64,-0.2717,-0.0475,0.2242,1076.1862,0.110649,-457.774338,-457.766302,-457.765358,-457.807587,29.134
gdb_4349,Cc1cncc(n1)N,3.69162,1.96989,1.29587,1.965,72.54,-0.2188,-0.0322,0.1866,911.6772,0.120805,-358.908156,-358.900909,-358.899965,-358.939632,27.229
gdb_103453,COC1(C)C2OC=NC12,2.66227,1.68143,1.36729,2.5342,71.23,-0.2334,0.0186,0.252,1006.623,0.147045,-439.064193,-439.055822,-439.054877,-439.096904,31.371
gdb_19663,OC1C2CC3CN2C13,4.35649,2.09097,1.96332,1.1139,66.84,-0.2288,0.064,0.2928,748.2981,0.145335,-363.802955,-363.796978,-363.796034,-363.832652,24.939
gdb_121126,COCC1COC(C)O1,3.8517,0.84478,0.79776,0.6868,76.05,-0.255,0.0867,0.3417,1542.473,0.181289,-461.358774,-461.349009,-461.348065,-461.394422,34.651
gdb_62718,CC1(O)C2C=CC(=O)C12,2.76097,1.44847,1.27088,4.4648,75.65,-0.2333,-0.0515,0.1818,1044.0261,0.135197,-421.842872,-421.834816,-421.833871,-421.875026,31.525
gdb_98235,CNC(=[NH2+])C(O)C([O-])=O,2.47179,1.34135,0.93328,8.8752,68.68,-0.2284,-0.0283,0.2001,1229.9128,0.134439,-492.329522,-492.320277,-492.319333,-492.363725,33.553
gdb_111373,COC1C2CN2C1C#C,2.07172,1.79414,1.1574,1.675,77.96,-0.2333,0.0255,0.2588,1101.6345,0.14618,-401.849164,-401.840428,-401.839484,-401.88256,32.636
gdb_99392,C(CC=O)CC(=O)CO,6.95418,0.49143,0.4702,2.3921,74.02,-0.2557,-0.0343,0.2213,2214.594,0.155136,-460.188674,-460.178027,-460.177083,-460.22749,35.564
gdb_60989,CC(C=O)C1OC1C#N,2.21719,1.213,0.92384,4.5789,70.26,-0.2657,-0.0428,0.223,1269.5176,0.121321,-437.877317,-437.867971,-437.867027,-437.912939,32.109
gdb_48160,C1C(CO1)NC(=O)C=O,3.61328,0.8519,0.76668,0.6943,68.22,-0.2592,-0.0848,0.1744,1453.468,0.123432,-475.028877,-475.020117,-475.019172,-475.064027,30.117
gdb_23301,CC1=CC(=NO)C2CC12,2.86774,1.29965,0.95622,1.7015,85.93,-0.2115,-0.0262,0.1853,1234.1896,0.147704,-401.918929,-401.910651,-401.909707,-401.951546,32.098
gdb_132128,FC1=C(F)C=CC(=N)O1,3.02329,1.42975,0.9707,1.2711,63.84,-0.2196,-0.0589,0.1607,1067.0968,0.076162,-521.889869,-521.882818,-521.881873,-521.921646,26.493
gdb_121939,CCOCC(C)C1CC1,3.87521,0.66371,0.60148,0.9103,90.91,-0.2483,0.0922,0.3406,1972.2803,0.226862,-389.479479,-389.468389,-389.467445,-389.516637,39.901
gdb_47329,C1CC(=CC(=O)C1)C#N,3.07796,1.18121,0.87844,3.7503,80.32,-0.2605,-0.0941,0.1664,1250.0567,0.125787,-400.807424,-400.799576,-400.798632,-400.84015,29.223
gdb_12729,CC12CCC1CC2O,2.61913,2.10726,1.72198,1.2742,74.35,-0.2474,0.0748,0.3222,895.624,0.176964,-348.98252,-348.97444,-348.973496,-349.014513,31.497
gdb_87102,CC1OC1(C)C(=O)C#C,2.44467,1.36046,1.00077,2.5516,76.59,-0.2591,-0.064,0.1951,1212.7187,0.131293,-421.792142,-421.782206,-421.781262,-421.82728,35.249
gdb_56030,C1CCC(C1)CC(=O)N,3.856,0.84214,0.77376,3.2964,82.16,-0.2429,0.0356,0.2785,1549.7885,0.194881,-404.408654,-404.398454,-404.39751,-404.447159,35.796
gdb_29940,Cc1ccn(c(=O)n1)C,3.31828,1.39282,0.9931,5.4555,79.77,-0.2288,-0.0445,0.1843,1175.7345,0.136577,-418.085281,-418.076748,-418.075804,-418.118836,30.944
gdb_90500,CC1CC2C(C=O)C12O,2.08997,1.35477,1.1944,2.7148,77.35,-0.2374,-0.0216,0.2158,1167.9467,0.157342,-423.002361,-422.993263,-422.992319,-423.036028,34.159
gdb_6987,CC1COCC1(C)C,2.34225,2.16912,1.54952,1.6579,76.87,-0.2388,0.0707,0.3095,967.3841,0.200044,-350.221267,-350.212309,-350.211365,-350.254066,34.134
gdb_43058,O=C1C2CC3C4C1C2N34,3.39781,1.84762,1.60417,1.5077,70.05,-0.2326,-0.0226,0.2101,852.0104,0.127201,-400.712621,-400.706635,-400.705691,-400.742897,24.888
